iter	Logloss
433	0.2237726323
434	0.2235669522
435	0.2234936554
436	0.2232146705
437	0.2231552907
438	0.2230307811
439	0.2230151494
440	0.2229739221
441	0.2229283243
442	0.2227113187
443	0.2227066601
444	0.222585722
445	0.2219109626
446	0.2217794436
447	0.2216174754
448	0.2215775772
449	0.2211449766
450	0.22107104
451	0.2203619164
452	0.220256364
453	0.2196448184
454	0.2194255202
455	0.2190561729
456	0.2190001077
457	0.2182485172
458	0.2181629715
459	0.217766109
460	0.2177248056
461	0.2173415678
462	0.2172556799
463	0.2166422526
464	0.216230616
465	0.2161580356
466	0.2161027955
467	0.2156425218
468	0.2154267313
469	0.2149903934
470	0.2146719339
471	0.2145630922
472	0.2142855772
473	0.2141867884
474	0.2137484043
475	0.2133612604
476	0.2130671202
477	0.212966226
478	0.2128969448
479	0.2124219568
480	0.2118797368
481	0.2118300845
482	0.2114946268
483	0.2109445676
484	0.2108533147
485	0.2103724698
486	0.2102942151
487	0.2102039285
488	0.2098630854
489	0.2098530623
490	0.2097719564
491	0.209672556
492	0.2092802425
493	0.2092201127
494	0.2091443063
495	0.2089202828
496	0.2083778063
497	0.2083196986
498	0.2082429609
499	0.2081715931
500	0.2077461365
501	0.2076982478
502	0.207377781
503	0.2073025207
504	0.2071187556
505	0.2067294185
506	0.2064630472
507	0.2062053491
508	0.2061238679
509	0.2059469759
510	0.2058721308
511	0.2058174401
512	0.2054665224
513	0.2053938741
514	0.2048707264
515	0.2048169185
516	0.2044277206
517	0.2043624591
518	0.2042917401
519	0.2041944735
520	0.2037426596
521	0.2033438956
522	0.2032831784
523	0.2032035152
524	0.2026309117
525	0.2020576143
526	0.2019416943
527	0.2015204866
528	0.201427423
529	0.2011818144
530	0.2011075558
531	0.2005319352
532	0.200416572
533	0.1999677797
534	0.1998475441
535	0.1997544393
536	0.1997148487
537	0.1996571222
538	0.1996145418
539	0.1995515093
540	0.199129139
541	0.1987926301
542	0.1986441011
543	0.1983358163
544	0.1980399631
545	0.1976865948
546	0.1973492138
547	0.1972871088
548	0.1968602683
549	0.1964683188
550	0.1962379131
551	0.1961654059
552	0.1958113727
553	0.1957286294
554	0.1956290564
555	0.1955669625
556	0.1953734039
557	0.1952866179
558	0.1947483892
559	0.1946841996
560	0.1944033527
561	0.1942796051
562	0.1941761153
563	0.1941158529
564	0.1938755322
565	0.1938038876
566	0.1935512426
567	0.1930162283
568	0.1924840512
569	0.1924038089
570	0.1916843943
571	0.1916227142
572	0.1913079111
573	0.1910782228
574	0.1907136584
575	0.1903878343
576	0.1903314383
577	0.1902544617
578	0.1898663553
579	0.1896425937
580	0.1893810337
581	0.1893090018
582	0.1888004975
583	0.1884480516
584	0.1883455437
585	0.1882372102
586	0.1881619319
587	0.1877281425
588	0.1876548065
589	0.1875609852
590	0.1872758546
591	0.1869226892
592	0.1868379438
593	0.186754598
594	0.1866898503
595	0.1866023319
596	0.1864015174
597	0.1861810992
598	0.1861061161
599	0.1858804875
600	0.1858108968
601	0.1856611819
602	0.1855850561
603	0.1853855412
604	0.185018106
605	0.1849201695
606	0.1846919033
607	0.1846438909
608	0.184323808
609	0.1839172251
610	0.183837344
611	0.1837501836
612	0.1834283593
613	0.1833517897
614	0.1831880829
615	0.1831261053
616	0.1830816149
617	0.1829557688
618	0.1827708129
619	0.18263257
620	0.1825531272
621	0.1824375719
622	0.1823716704
623	0.1823052984
624	0.1822583388
625	0.1819030952
626	0.1815021616
627	0.1814172669
628	0.1813267757
629	0.1812525258
630	0.1810977964
631	0.1810386942
632	0.1807208747
633	0.1805388958
634	0.1804647109
635	0.1803738489
636	0.1802986477
637	0.1802249821
638	0.1801502321
639	0.1800899805
640	0.1797763103
641	0.1797243502
642	0.1795765913
643	0.1795026397
644	0.1791459034
645	0.1790727994
646	0.1790255812
647	0.1789844808
648	0.1788877894
649	0.1788116106
650	0.1785873371
651	0.1785160763
652	0.1783695711
653	0.1780972171
654	0.1780305958
655	0.1779515789
656	0.1777908975
657	0.1777226089
658	0.1776535907
659	0.1776206875
660	0.1775580863
661	0.1774958514
662	0.1769622524
663	0.1769016919
664	0.1766584853
665	0.1762849079
666	0.1762359323
667	0.1761563274
668	0.1761238894
669	0.1757372422
670	0.1756356116
671	0.175489205
672	0.1754375143
673	0.175132634
674	0.1749000175
675	0.1748215832
676	0.1747397149
677	0.1744730751
678	0.1742934834
679	0.1740439897
680	0.173993923
681	0.1739209733
682	0.173565297
683	0.173227179
684	0.1731940988
685	0.1731078661
686	0.1730327701
687	0.1728805362
688	0.1728258317
689	0.172766043
690	0.1724411885
691	0.1723712531
692	0.1723084723
693	0.172271883
694	0.1722075615
695	0.1720699723
696	0.1717465373
697	0.1712110346
698	0.1710226868
699	0.1706899097
700	0.1706187611
701	0.170554776
702	0.1705067672
703	0.1704155135
704	0.1699367822
705	0.1694752665
706	0.1692877392
707	0.1692081327
708	0.168895018
709	0.1686624363
710	0.1686143715
711	0.1684223365
712	0.1683470651
713	0.1681856318
714	0.1678851575
715	0.167738858
716	0.1676612397
717	0.1676181509
718	0.1675274872
719	0.1674392534
720	0.1673120063
721	0.16722623
722	0.1671773022
723	0.1671072451
724	0.1669092244
725	0.1668348526
726	0.1667740943
727	0.166700923
728	0.1664167071
729	0.1660862876
730	0.1657984745
731	0.1657289062
732	0.1656798517
733	0.1654790856
734	0.1654172507
735	0.165359291
736	0.1648503944
737	0.1646644157
738	0.1646106005
739	0.1645500876
740	0.1644289202
741	0.1643708216
742	0.1643121467
743	0.1641700417
744	0.1641056972
745	0.1640168737
746	0.1639566122
747	0.1638686846
748	0.1637921669
749	0.163730083
750	0.1636942753
751	0.1636414117
752	0.1635970271
753	0.1635447258
754	0.1634678931
755	0.1634297816
756	0.1632999693
757	0.1630455332
758	0.1629632834
759	0.162909682
760	0.1627694232
761	0.1626245604
762	0.1625335859
763	0.1624319702
764	0.1623748727
765	0.1620428467
766	0.1619912813
767	0.1617049589
768	0.1614706236
769	0.1613255756
770	0.1612411121
771	0.1607912567
772	0.1607200494
773	0.1606014721
774	0.1605106603
775	0.1602721611
776	0.1602044599
777	0.1601702633
778	0.1601217734
779	0.1600192287
780	0.1599548529
781	0.1598837308
782	0.1596891937
783	0.1596428621
784	0.159508947
785	0.1594610552
786	0.1594034196
787	0.1591490449
788	0.1590990098
789	0.159037957
790	0.158955407
791	0.1588339437
792	0.1588019885
793	0.1587733003
794	0.1587011812
795	0.1586482351
796	0.158496143
797	0.1584525929
798	0.1583932379
799	0.1582642299
800	0.158190764
801	0.1579793929
802	0.1579085152
803	0.1578807871
804	0.1578506548
805	0.1576639763
806	0.1574204157
807	0.1573318841
808	0.1571045962
809	0.1570255335
810	0.1569736675
811	0.15691886
812	0.1567324927
813	0.1563402492
814	0.1562985453
815	0.1562497775
816	0.1560582413
817	0.1560057477
818	0.1559762079
819	0.1558503547
820	0.1556518333
821	0.1555754011
822	0.1555099011
823	0.1554030329
824	0.1553200334
825	0.1551909202
826	0.1550526001
827	0.1549420554
828	0.1548890736
829	0.1547190517
830	0.1546474917
831	0.1545455913
832	0.1544719344
833	0.1542581505
834	0.1541889203
835	0.1540798853
836	0.1540013827
837	0.1539405152
838	0.1538491893
839	0.1534761449
840	0.1533939245
841	0.1533138556
842	0.1532050193
843	0.153153676
844	0.1529888325
845	0.1529000246
846	0.1527358289
847	0.15267713
848	0.1525622896
849	0.1525136354
850	0.1524649548
851	0.1523894022
852	0.1523334793
853	0.1522526585
854	0.152144281
855	0.1520020627
856	0.1518083111
857	0.1516758908
858	0.1516261867
859	0.1515720566
860	0.1513718326
861	0.1512981613
862	0.1512409846
863	0.1510838559
864	0.1510218674
865	0.1509507182
866	0.1509058928
867	0.1508399945
868	0.1507726353
869	0.1506016696
870	0.1505312903
871	0.1504839267
872	0.1502916405
873	0.1502395842
874	0.1502044412
875	0.1500265092
876	0.1499796173
877	0.1498937194
878	0.1495314352
879	0.149446594
880	0.1493402491
881	0.1491474277
882	0.1491174181
883	0.1490629488
884	0.1489709784
885	0.1486071274
886	0.148499849
887	0.1483269466
888	0.1482469632
889	0.1481196812
890	0.1480599729
891	0.1479584771
892	0.1478941331
893	0.1478495699
894	0.1477990113
895	0.1477120421
896	0.1476497043
897	0.1474529476
898	0.1473066389
899	0.1472354968
900	0.1471510939
901	0.1470542789
902	0.1468718194
903	0.1468214201
904	0.1466463432
905	0.146551186
906	0.1465269065
907	0.1464580567
908	0.1464108201
909	0.1463102294
910	0.1462439498
911	0.1460714585
912	0.146030867
913	0.1458824865
914	0.1458076316
915	0.1457681782
916	0.1457009037
917	0.1455277797
918	0.1454760228
919	0.1453969846
920	0.1452168727
921	0.1451660061
922	0.1451140616
923	0.1449849658
924	0.144853398
925	0.1448050602
926	0.1447572301
927	0.1446509367
928	0.1444942134
929	0.1444613346
930	0.1444350129
931	0.144331857
932	0.1442196732
933	0.1441552075
934	0.1441359993
935	0.1440849743
936	0.1440108223
937	0.1439236193
938	0.1437732883
939	0.1437063735
940	0.1436473371
941	0.1436124617
942	0.1435143784
943	0.1431801844
944	0.1431348429
945	0.1430784632
946	0.1429128811
947	0.1427155147
948	0.1425523485
949	0.1425259631
950	0.1424600771
951	0.1424046756
952	0.1423401978
953	0.142269728
954	0.1422030036
955	0.1420666323
956	0.1420101444
957	0.1419560856
958	0.1418611573
959	0.1418093005
960	0.1416927154
961	0.141577746
962	0.1414121907
963	0.1413680963
964	0.1413097905
965	0.1412186524
966	0.1411603745
967	0.1410306161
968	0.1409852574
969	0.1408812534
970	0.1408262665
971	0.1407147089
972	0.1406379346
973	0.1405748607
974	0.1404474793
975	0.1403894276
976	0.1402974986
977	0.1401225734
978	0.1400684305
979	0.1399188224
980	0.1398589355
981	0.139722
982	0.1396603443
983	0.1395858293
984	0.1394633096
985	0.1394032708
986	0.1393431557
987	0.1392924656
988	0.1392195494
989	0.1391600075
990	0.1391289967
991	0.1390611513
992	0.1390045411
993	0.1389469949
994	0.1388079751
995	0.1387605829
996	0.138677107
997	0.1386433438
998	0.1384957571
999	0.1384580027
